search_city,listing_id,price,listing_rooms,listing_bedrooms,area_sqm
Lyon 7,1289828469,450 000 €,5,4,107
Lyon 7,1287755382,81 000 €,1,,18
Lyon 7,1289392859,325 000 €,3,2,63
Lyon 7,1289895878,494 000 €,3,2,66
Lyon 7,1289895877,483 000 €,3,2,65
Lyon 7,1289895876,449 000 €,3,2,61
Lyon 7,1289470306,395 000 €,3,2,75
Lyon 7,1289798579,285 000 €,3,2,57
Lyon 7,1288611074,94 000 €,1,,21
Lyon 7,1288613787,321 000 €,4,3,82
Lyon 7,1288806569,273 000 €,2,1,56
Lyon 7,1289781540,380 000 €,3,2,85
Lyon 7,1289776779,315 000 €,3,2,60
Lyon 7,1289771162,349 000 €,3,2,78
Lyon 7,1289767411,195 000 €,4,3,62
Lyon 7,1289444465,370 000 €,4,3,86
Lyon 7,1289765570,249 000 €,3,2,62
Lyon 7,1289752894,273 000 €,2,1,56
Lyon 7,1289895890,591 400 €,5,4,94
Lyon 7,1289895882,642 300 €,4,3,94
Lyon 7,1289895888,499 000 €,4,3,77
Lyon 7,1289895881,529 900 €,4,3,80
Lyon 7,1289895880,434 900 €,3,2,66
Lyon 7,1289895871,299 000 €,2,1,45
Lyon 7,1289895874,459 900 €,3,2,66
Lyon 7,1289895875,419 900 €,3,2,66
Lyon 7,1289895867,242 300 €,1,,31
Lyon 7,1289663928,135 000 €,2,1,30
Lyon 7,1289694563,325 000 €,3,2,63
Lyon 7,1289694358,555 000 €,3,,68
Lyon 7,1289694297,675 000 €,4,,85
Lyon 7,1290063140,589 000 €,4,3,90
Lyon 7,1290063146,783 000 €,5,4,100
Lyon 7,1290063144,630 000 €,4,3,83
Lyon 7,1290147191,365 000 €,2,1,50
Lyon 7,1290147193,439 000 €,3,2,62
Lyon 7,1290063100,355 000 €,3,2,66
Lyon 7,1290063063,440 000 €,4,3,76
Lyon 7,1290063062,272 000 €,2,1,45
Lyon 7,1290063060,694 000 €,5,4,50
Lyon 7,1290063061,350 000 €,3,2,61
Lyon 7,1290063053,680 000 €,5,4,121
Lyon 7,1289691509,395 000 €,3,2,75
Lyon 7,1288496651,299 000 €,4,3,68
Lyon 7,1289679212,102 000 €,1,,18
Lyon 7,1289134705,230 000 €,2,1,53
Lyon 7,1288313622,295 000 €,3,2,55
Lyon 7,1290009533,639 000 €,4,3,95
Lyon 7,1288010290,235 000 €,2,1,43
Lyon 7,1289895889,587 000 €,5,4,104
Lyon 7,1289895872,403 000 €,3,2,69
Lyon 7,1289895869,324 000 €,2,1,52
Lyon 7,1289895873,405 000 €,3,2,72
Lyon 7,1289895870,353 000 €,2,1,57
Lyon 7,1289895868,335 000 €,2,1,53
Lyon 7,1290151716,520 000 €,5,3,106
Lyon 7,1289113642,195 000 €,2,1,36
Lyon 7,1289627920,136 000 €,1,1,28
Lyon 7,1289605771,105 682 €,1,,20
Lyon 7,1289598946,515 000 €,4,3,89
Lyon 7,1289598639,332 000 €,2,1,69
Lyon 7,1289598559,75 000 €,1,,18
Lyon 7,1289597378,350 000 €,4,3,73
Lyon 7,1289597195,295 000 €,3,2,55
Lyon 7,1289596990,499 000 €,3,2,85
Lyon 7,1289596886,299 000 €,4,3,76
Lyon 7,1288393208,288 000 €,3,2,64
Lyon 7,1289564599,240 000 €,2,1,41
Lyon 7,1289341154,240 000 €,2,,34
Lyon 7,1288325238,535 000 €,4,3,89
Lyon 7,1288314119,480 000 €,4,3,87
Lyon 7,1287263014,115 000 €,1,1,19
Lyon 7,1289519550,157 000 €,1,1,30
Lyon 7,1288617224,185 000 €,3,,53
Lyon 7,1288898464,320 000 €,3,2,66
Lyon 7,1288852731,325 000 €,3,2,70
Lyon 7,1288260923,365 000 €,4,3,82
Lyon 7,1287739969,329 000 €,3,2,74
Lyon 7,1289443349,520 000 €,5,3,104
Lyon 7,1290147134,579 000 €,5,4,95
Lyon 7,1290147131,389 900 €,3,2,70
Lyon 7,1289430084,269 000 €,3,2,56
Lyon 7,1287081437,149 900 €,2,,40
Lyon 7,1289392862,680 000 €,4,3,115
Lyon 7,1290147064,425 000 €,3,2,70
Lyon 7,1290147063,650 000 €,4,3,90
Lyon 7,1290147047,563 000 €,4,3,90
Lyon 7,1288653159,290 000 €,2,1,60
Lyon 7,1289364385,229 000 €,2,1,55
Lyon 7,1289895883,595 000 €,4,3,86
Lyon 7,1288393465,390 000 €,3,2,76
Lyon 7,1289180750,249 000 € *,2,1,59
Lyon 7,1287562714,199 000 €,2,1,42
Lyon 7,1287263264,320 000 €,5,4,87
Lyon 7,1289259978,251 000 €,3,2,84
Lyon 7,1289219790,175 500 €,2,1,44
Lyon 7,1287364094,365 000 €,4,3,83
Lyon 7,1289191103,412 000 €,3,2,64
Lyon 7,1289186287,180 000 €,2,1,48
Lyon 7,1287947235,489 000 €,5,4,112
Lyon 7,1287938375,390 000 €,3,2,67
Lyon 7,1288468032,195 000 €,2,1,32
Lyon 7,1289116512,370 000 €,3,2,91
Lyon 7,1289087675,449 000 €,3,2,86
Lyon 7,1290151685,326 900 €,3,2,82
Lyon 7,1288393346,125 000 €,1,,23
Lyon 7,1288611527,449 000 €,4,3,86
Lyon 7,1289571934,549 000 €,5,4,117
Lyon 7,1288889110,378 000 € *,3,2,87
Lyon 7,1288880716,570 € *,2,1,47
Lyon 7,1288601448,183 500 € *,1,1,27
Lyon 7,1287105936,200 000 €,1,1,41
Lyon 7,1288446284,295 000 € *,5,3,93
Lyon 7,1290165496,275 000 €,2,1,47
Lyon 7,1290165497,345 000 €,3,2,60
Lyon 7,1290165495,364 000 €,3,2,65
Lyon 7,1290165493,585 000 €,4,3,87
Lyon 7,1290165485,601 000 €,4,3,90
Lyon 7,1290165482,439 000 €,3,2,61
Lyon 7,1288970577,280 000 €,3,2,63
Lyon 7,1289152400,199 000 €,1,1,41
Lyon 7,1289856290,225 000 €,2,1,51
Lyon 7,1287123515,104 900 €,1,1,19
Lyon 8,1288841296,199 000 €,3,2,60
Lyon 8,1290053209,250 000 € *,4,3,97
Lyon 8,1288749555,270 000 €,4,3,92
Lyon 8,1290196082,425 000 €,4,2,82
Lyon 8,1290193935,549 900 €,4,3,95
Lyon 8,1290190329,149 300 €,1,1,53
Lyon 8,1289016533,159 900 €,2,1,53
Lyon 8,1287763054,185 000 €,3,2,71
Lyon 8,1289056957,170 000 €,4,3,80
Lyon 8,1289415566,119 000 €,1,,35
Lyon 8,1290172371,250 000 €,4,3,73
Lyon 8,1290115171,245 000 €,3,2,68
Lyon 8,1290159847,114 000 €,1,,20
Lyon 8,1285837216,78 000 €,1,,19
Lyon 8,1284054947,80 000 €,1,,21
Lyon 8,1289186528,136 000 €,1,1,24
Lyon 8,1287920111,110 000 €,2,1,28
Lyon 8,1289059963,255 000 €,3,2,65
Lyon 8,1289975464,269 000 €,5,4,95
Lyon 8,1289249800,260 000 €,4,3,74
Lyon 8,1289757608,242 000 €,2,1,44
Lyon 8,1289099994,270 000 €,4,3,92
Lyon 8,1288846362,140 000 €,1,,33
Lyon 8,1290155755,479 550 €,4,3,94
Lyon 8,1289048174,335 000 €,3,2,65
Lyon 8,1289700569,131 000 €,1,,27
Lyon 8,1290147504,155 000 €,2,1,35
Lyon 8,1289132916,245 000 €,3,2,65
Lyon 8,1289025501,250 000 €,2,1,43
Lyon 8,1289967727,199 000 €,2,1,46
Lyon 8,1287730252,325 000 €,3,2,76
Lyon 8,1289982392,260 000 €,4,3,80
Lyon 8,1289816139,279 000 €,3,2,58
Lyon 8,1288079771,215 000 €,5,4,110
Lyon 8,1290141680,180 000 €,3,,56
Lyon 8,1286119276,360 000 €,4,3,93
Lyon 8,1288749517,55 000 €,1,,18
Lyon 8,1288749514,65 000 €,1,,18
Lyon 8,1288749806,132 000 €,1,,25
Lyon 8,1289827184,145 000 €,1,1,30
Lyon 8,1289298200,275 000 € *,4,3,85
Lyon 8,1288749518,60 000 €,1,,18
Lyon 8,1288749791,200 000 €,3,2,71
Lyon 8,1288749796,278 000 €,4,3,90
Lyon 8,1288749802,330 000 €,3,2,70
Lyon 8,1288749804,144 000 €,1,,26
Lyon 8,1288951428,230 000 €,3,2,68
Lyon 8,1285827863,260 000 €,6,4,113
Lyon 8,1290120439,660 000 €,5,4,125
Lyon 8,1288943101,580 000 €,5,3,160
Lyon 8,1288850318,299 000 €,4,3,81
Lyon 8,1290112272,160 000 €,2,1,40
Lyon 8,1290112266,233 500 €,3,2,49
Lyon 8,1290108131,170 000 €,2,1,38
Lyon 8,1288369878,248 000 €,5,3,77
Lyon 8,1289287666,370 000 €,3,2,64
Lyon 8,1289687312,320 000 €,4,3,83
Lyon 8,1288497423,325 000 €,3,2,69
Lyon 8,1289835947,633 000 €,5,4,111
Lyon 8,1290106754,270 000 €,4,3,104
Lyon 8,1288749710,259 000 €,3,2,66
Lyon 8,1285211339,179 000 €,4,3,82
Lyon 8,1290134600,169 900 €,3,2,66
Lyon 8,1288916404,320 000 €,2,1,52
Lyon 8,1290082759,150 000 €,3,2,74
Lyon 8,1285668860,184 000 €,3,1,57
Lyon 8,1288063350,189 000 €,3,2,63
Lyon 8,1290080663,298 000 €,3,2,65
Lyon 8,1284275506,408 500 € *,5,4,95
Lyon 8,1288749707,217 000 €,3,2,61
Lyon 8,1289974253,315 000 €,2,1,60
Lyon 8,1288898201,312 000 €,3,2,62
Lyon 8,1290147179,326 000 €,3,2,65
Lyon 8,1289646030,89 000 €,,,18
Lyon 8,1290147156,360 000 €,4,3,80
Lyon 8,1290063088,279 000 €,3,2,60
Lyon 8,1284433166,330 000 €,4,3,102
Lyon 8,1290012694,360 000 €,3,2,77
Lyon 8,1288850314,389 000 €,4,2,90
Lyon 8,1289863080,214 000 €,2,1,49
Lyon 8,1289878099,315 000 €,4,3,81
Lyon 8,1290000131,143 000 €,1,,25
Lyon 8,1288827945,195 000 €,4,2,82
Lyon 8,1287604736,335 600 €,3,2,61
Lyon 8,1286482263,349 000 €,3,2,72
Lyon 8,1289083317,417 604 €,4,3,83
Lyon 8,1286844636,235 000 €,3,2,66
Lyon 8,1289987165,305 000 €,3,2,72
Lyon 8,1289982705,230 000 €,2,1,58
Lyon 8,1289606134,159 500 €,2,1,37
Lyon 8,1287848666,190 000 €,3,2,61
Lyon 8,1289975342,350 000 €,4,2,80
Lyon 8,1286966657,370 000 €,4,3,90
Lyon 8,1286966653,440 000 €,4,3,99
Lyon 8,1289136751,480 000 €,4,2,89
Lyon 8,1288779145,250 000 €,3,2,63
Lyon 8,1289953018,300 000 €,3,2,72
Lyon 8,1289952420,580 000 €,5,3,160
Lyon 8,1288088239,177 000 €,4,2,70
Lyon 8,1289135764,315 000 €,4,3,81
Lyon 8,1289944318,340 000 € *,5,3,102
Lyon 8,1288933433,310 000 €,5,3,112
Lyon 8,1289943545,340 000 € *,5,3,103
Lyon 8,1289909144,199 000 €,2,1,54
Lyon 8,1289900928,189 000 €,3,2,73
Lyon 8,1289898945,500 000 €,4,3,120
Lyon 8,1289898941,265 000 €,4,3,72
Lyon 8,1289896332,167 000 €,4,3,68
Lyon 8,1289879147,289 000 € *,3,2,55
Lyon 8,1289868962,220 000 €,4,2,76
Lyon 8,1288979225,178 000 €,5,4,88
Lyon 8,1288724406,180 000 €,3,1,48
Lyon 8,1288656549,159 000 €,2,1,39
Lyon 8,1289860025,270 000 € *,4,3,81
Lyon 8,1288569062,270 000 €,5,4,82
Lyon 8,1288670339,199 000 €,3,2,70
Lyon 8,1287811230,119 900 €,2,1,43
Lyon 8,1289859978,270 000 € *,4,3,81
Lyon 8,1289857036,215 000 €,3,2,68
Lyon 8,1286510592,665 000 €,4,3,86
Lyon 8,1286510591,690 000 €,4,3,88
Lyon 8,1289378263,230 000 €,4,2,67
Lyon 8,1289166507,548 000 €,5,3,93
Lyon 8,1289828467,299 900 €,4,2,100
Lyon 8,1289808533,100 000 €,1,1,18
Lyon 8,1289808521,100 000 €,1,1,18
Lyon 8,1289808513,100 000 €,1,1,18
Lyon 8,1289808511,100 000 €,1,1,18
Lyon 8,1289806729,245 000 €,3,2,65
Lyon 8,1288670593,475 000 €,4,3,79
Lyon 8,1289776786,195 000 €,3,2,72
Lyon 8,1289776787,225 000 €,3,1,70
Lyon 8,1289767269,640 000 €,5,3,122
Lyon 8,1289767266,549 000 €,5,3,125
Lyon 8,1289765562,379 000 €,3,2,74
Lyon 8,1288557086,175 000 €,3,2,67
Lyon 8,1290147180,264 000 €,2,1,45
Lyon 8,1289715206,205 000 €,3,2,74
Lyon 8,1288540523,284 000 €,4,3,90
Lyon 8,1289706785,280 000 €,4,3,115
Lyon 8,1288573396,185 000 €,4,2,90
Lyon 8,1289689418,223 000 €,4,3,89
Lyon 8,1289694820,178 000 €,2,1,41
Lyon 8,1287339045,535 000 €,4,3,133
Lyon 8,1290063113,599 000 €,5,4,105
Lyon 8,1290147178,524 000 €,4,3,85
Lyon 8,1290063082,399 000 €,4,3,80
Lyon 8,1290063070,665 000 €,4,3,90
Lyon 8,1290063069,690 000 €,4,3,90
Lyon 8,1288514923,522 900 €,4,,80
Lyon 8,1287321744,199 500 €,4,3,71
Lyon 8,1288573401,168 000 €,4,2,73
Lyon 8,1288487211,232 000 €,4,3,84
Lyon 8,1289671511,254 000 €,3,2,64
Lyon 8,1289654668,99 000 €,1,,26
Lyon 8,1289644963,179 000 €,2,1,49
Lyon 8,1287284156,199 000 €,4,3,67
Lyon 8,1287240954,119 000 €,1,,26
Lyon 8,1289617815,159 000 €,4,3,69
Lyon 8,1289445170,135 000 €,2,1,42
Lyon 8,1288493375,267 000 €,3,2,67
Lyon 8,1289599161,235 000 €,4,3,67
Lyon 8,1289598984,199 000 €,3,2,79
Lyon 8,1289598532,199 000 €,3,2,59
Lyon 8,1289597992,199 000 €,2,1,30
Lyon 8,1288898448,199 000 €,3,2,79
Lyon 8,1289593931,165 000 €,3,2,56
Lyon 8,1289587322,212 000 €,3,2,65
Lyon 8,1289584808,325 000 €,3,2,71
Lyon 8,1289575983,199 000 €,2,1,54
Lyon 8,1287181909,180 000 €,2,1,40
Lyon 8,1282312455,260 000 €,5,4,107
Lyon 8,1288149140,195 000 €,3,2,71
Lyon 8,1289550099,360 000 €,4,3,94
Lyon 8,1289518193,255 000 €,3,2,64
Lyon 8,1288393067,319 000 €,3,2,62
Lyon 8,1289501744,175 000 €,3,2,73
Lyon 8,1288587845,275 000 €,4,3,95
Lyon 8,1289473295,665 000 € *,4,3,110
Lyon 8,1289464977,199 000 €,4,4,66
Lyon 8,1289148423,298 000 € *,4,3,71
Lyon 8,1289027388,277 000 €,3,2,65
Lyon 8,1285394049,130 000 €,1,,32
Lyon 8,1289392336,131 000 €,1,1,25
Lyon 8,1289385883,290 000 €,3,2,73
Lyon 8,1289925766,199 990 €,3,2,58
Lyon 8,1289365954,220 000 €,3,2,72
Lyon 8,1286058731,225 000 €,3,2,75
Lyon 8,1289329514,179 000 €,3,2,60
Lyon 8,1284827780,171 500 €,2,1,41
Lyon 8,1286658793,124 000 €,1,1,48
Lyon 8,1287222197,160 000 €,3,1,62
Lyon 8,1283168451,226 000 €,4,3,79
Lyon 8,1288041475,445 000 €,5,4,99
Lyon 8,1286921004,318 000 €,3,2,53
Lyon 8,1288016376,200 000 €,3,2,60
Lyon 8,1289221612,220 000 € *,5,3,104
Lyon 8,1288433695,149 000 €,2,,41
Lyon 8,1289211100,245 000 €,3,2,68
Lyon 8,1288238211,229 000 €,4,3,92
Lyon 8,1286889642,349 000 €,3,2,63
Lyon 8,1289179016,281 000 €,3,2,78
Lyon 8,1290147061,738 000 €,5,4,130
Lyon 8,1286827271,639 000 €,4,3,110
Lyon 8,1285570827,491 500 €,4,3,81
Lyon 8,1285570826,432 110 €,4,3,81
Lyon 8,1285570831,525 600 €,4,3,91
Lyon 8,1285570830,462 090 €,4,3,91
Lyon 8,1285570828,525 000 €,4,3,111
Lyon 8,1285570829,597 156 €,4,3,111
Lyon 8,1289132649,185 000 €,2,1,44
Lyon 8,1285792749,167 000 €,4,3,68
Lyon 8,1289085164,210 000 €,4,3,87
Lyon 8,1289083389,215 000 €,3,2,55
Lyon 8,1289083390,220 000 €,5,3,114
Lyon 8,1288199001,198 000 €,2,1,59
Lyon 8,1289060074,210 000 €,3,2,52
Lyon 8,1284933635,72 000 €,1,,19
Lyon 8,1290147046,410 000 €,4,3,85
Lyon 8,1289027387,300 000 €,4,3,76
Lyon 8,1289000390,270 000 €,4,3,95
Lyon 8,1287792994,170 000 €,2,1,32
Lyon 8,1287737972,330 000 €,3,2,78
Lyon 8,1286600691,98 000 €,1,,18
Lyon 8,1288149132,235 000 €,5,4,105
Lyon 8,1286857790,177 000 €,2,1,45
Lyon 8,1284716299,189 000 €,4,2,88
Lyon 8,1288530202,295 000 € *,4,3,86
Lyon 8,1285935834,395 000 €,5,4,125
Lyon 8,1288174134,209 000 € *,3,2,66
Lyon 8,1288006311,179 000 €,3,2,73
Lyon 8,1287997024,72 000 €,1,,18
Lyon 8,1287331526,270 000 €,4,3,75
Lyon 8,1287264353,199 000 €,4,3,67
Lyon 8,1281831934,164 000 €,4,,68
Lyon 8,1290202548,425 000 €,4,3,78
Lyon 8,1290192072,299 000 €,3,2,59
Lyon 8,1290190902,220 000 €,2,1,41
Lyon 8,1290186791,292 000 €,3,2,63
Lyon 8,1290165535,289 000 €,2,1,43
Lyon 8,1290165536,359 000 €,3,2,63
Lyon 8,1290165532,294 000 €,2,1,44
Lyon 8,1290165531,217 000 €,1,,32
Lyon 8,1287715296,149 000 €,4,3,65
Lyon 8,1288897854,170 000 €,3,,65
Lyon 8,1286600521,255 000 €,3,2,60
Lyon 8,1289494466,365 000 €,4,3,80
Lyon 8,1287911620,246 500 €,3,2,52
Lyon 9,1288162519,300 000 €,3,2,72
Lyon 9,1287970519,629 000 €,5,4,120
Lyon 9,1289578059,249 000 €,2,1,55
Lyon 9,1289258458,178 000 €,2,1,46
Lyon 9,1289260051,225 000 €,3,1,58
Lyon 9,1289135873,280 000 €,3,2,62
Lyon 9,1289862426,359 000 €,4,3,84
Lyon 9,1282019899,195 000 €,2,1,45
Lyon 9,1289405164,165 000 €,2,1,30
Lyon 9,1289967723,275 000 €,3,2,73
Lyon 9,1288585080,250 000 €,4,3,82
Lyon 9,1289438142,256 000 €,2,1,49
Lyon 9,1289542729,109 000 €,1,,19
Lyon 9,1287945656,196 000 €,4,3,71
Lyon 9,1289375795,249 000 €,4,3,84
Lyon 9,1289510323,290 000 €,3,2,65
Lyon 9,1290041185,375 000 €,4,3,77
Lyon 9,1288749812,310 000 €,3,2,66
Lyon 9,1290105440,128 000 €,2,1,31
Lyon 9,1290079381,595 000 €,5,4,135
Lyon 9,1288313670,300 000 €,3,2,68
Lyon 9,1289646029,140 000 €,2,1,33
Lyon 9,1288749715,228 000 €,2,1,44
Lyon 9,1288749807,249 000 €,4,3,72
Lyon 9,1288297642,162 000 €,4,3,65
Lyon 9,1290033199,220 000 €,6,5,111
Lyon 9,1286823016,267 000 €,4,3,109
Lyon 9,1287643309,199 000 €,4,3,70
Lyon 9,1289902345,185 000 €,2,1,35
Lyon 9,1285903297,299 900 €,5,3,106
Lyon 9,1289996092,190 000 €,4,3,74
Lyon 9,1289083294,241 000 €,3,1,65
Lyon 9,1289083296,328 000 €,5,4,103
Lyon 9,1289083295,296 900 €,4,3,84
Lyon 9,1289085330,295 000 €,3,2,64
Lyon 9,1289974983,215 000 €,3,2,57
Lyon 9,1290009531,284 500 €,4,3,83
Lyon 9,1285593649,82 000 €,1,,18
Lyon 9,1289952417,260 000 €,6,5,112
Lyon 9,1289943898,86 710 €,1,,18
Lyon 9,1288753835,240 000 €,4,3,84
Lyon 9,1288390011,640 000 €,6,4,212
Lyon 9,1289661561,79 890 €,1,,19
Lyon 9,1289907062,430 000 €,3,2,72
Lyon 9,1289907033,720 000 €,5,4,105
Lyon 9,1284967931,119 000 €,2,1,32
Lyon 9,1289627780,149 000 €,2,1,42
Lyon 9,1288694124,210 000 €,3,2,65
Lyon 9,1288671998,270 000 €,3,,72
Lyon 9,1289880071,169 000 €,2,1,58
Lyon 9,1289714957,285 000 €,3,2,65
Lyon 9,1290139659,325 000 €,7,5,135
Lyon 9,1290205317,399 000 €,5,4,107
Lyon 9,1288653132,142 500 €,2,1,39
Lyon 9,1289045500,308 000 €,3,2,71
Lyon 9,1288096513,299 000 €,3,2,79
Lyon 9,1289822486,145 000 €,2,1,36
Lyon 9,1287071020,299 000 €,3,2,65
Lyon 9,1287680472,259 000 €,5,4,94
Lyon 9,1288576019,219 000 €,5,4,85
Lyon 9,1289730172,500 000 €,4,2,89
Lyon 9,1289707588,165 000 €,2,1,50
Lyon 9,1289694828,279 000 €,3,2,81
Lyon 9,1290063149,400 000 €,3,2,72
Lyon 9,1289690177,349 000 €,4,3,105
Lyon 9,1290205314,415 000 €,3,2,78
Lyon 9,1289685995,330 000 €,3,2,61
Lyon 9,1289274616,240 000 €,3,2,72
Lyon 9,1288424427,182 300 €,3,2,75
Lyon 9,1286600386,210 000 €,4,3,72
Lyon 9,1290194103,299 000 €,3,1,72
Lyon 9,1288449293,289 000 €,4,2,100
Lyon 9,1288449501,119 000 €,2,1,24
Lyon 9,1287264416,285 000 €,6,4,116
Lyon 9,1289624965,112 000 € *,1,,17
Lyon 9,1289597669,179 000 €,3,2,66
Lyon 9,1288392754,750 000 €,5,4,166
Lyon 9,1289578484,320 000 €,3,2,64
Lyon 9,1289578480,279 000 €,5,4,98
Lyon 9,1289578476,365 000 €,6,7,126
Lyon 9,1289578473,359 000 €,6,5,128
Lyon 9,1286600725,359 000 €,5,4,110
Lyon 9,1288943354,265 000 €,3,2,74
Lyon 9,1287158065,240 000 €,3,2,66
Lyon 9,1286924112,240 000 €,2,1,59
Lyon 9,1289443344,225 000 €,4,2,60
Lyon 9,1289501538,295 000 €,4,3,83
Lyon 9,1289499946,115 000 € *,2,,34
Lyon 9,1289465067,238 000 €,5,,95
Lyon 9,1288884116,675 000 €,3,2,80
Lyon 9,1288393908,160 000 €,4,3,72
Lyon 9,1287059985,119 500 €,1,,24
Lyon 9,1289416405,129 000 €,2,1,23
Lyon 9,1289060088,225 000 €,3,2,63
Lyon 9,1289101448,415 000 €,4,3,83
Lyon 9,1290151695,319 000 €,3,2,62
Lyon 9,1290063148,690 000 €,5,4,105
Lyon 9,1286996834,229 000 €,4,3,77
Lyon 9,1289305287,90 500 €,1,,19
Lyon 9,1288815980,215 000 €,4,2,69
Lyon 9,1288024851,246 000 €,4,3,84
Lyon 9,1289177742,246 000 € *,3,1,50
Lyon 9,1287965649,449 000 €,6,5,168
Lyon 9,1286600312,790 000 €,6,5,214
Lyon 9,1286600617,250 000 €,4,3,75
Lyon 9,1289152401,405 000 €,4,3,96
Lyon 9,1289134858,520 000 €,5,3,128
Lyon 9,1286795096,139 900 €,2,1,48
Lyon 9,1289087707,300 000 €,3,2,75
Lyon 9,1289085090,499 000 €,5,4,119
Lyon 9,1285884398,116 000 €,1,,37
Lyon 9,1287811231,197 400 €,3,2,70
Lyon 9,1287811235,178 300 €,4,,75
Lyon 9,1287920230,339 000 €,3,2,81
Lyon 9,1286175479,250 000 €,3,2,68
Lyon 9,1286284039,190 000 €,4,,79
Lyon 9,1288539217,197 000 €,2,1,36
Lyon 9,1289050996,240 000 €,4,3,88
Lyon 9,1289050998,200 000 €,2,1,54
